"id","title","latitude","longitude","pleiades","author","rank","latlong"
"50081","Bovianum",41.487,14.474,"432725","Scheidel",8,"41.487:14.474"
"50082","Bracara Augusta",41.552,-8.423,"236377","Scheidel",9,"41.552:-8.423"
"50083","Brigantium",47.503,9.747,"187325","Scheidel",7,"47.503:9.747"
"50085","Brigetio",47.735,18.17,"197180","Scheidel",8,"47.735:18.17"
"50086","Brundisium",40.636,17.939,"442509","Scheidel",8,"40.636:17.939"
"50087","Bulla Regia",36.556,8.751,"314912","Scheidel",8,"36.556:8.751"
"50088","Burdigala",44.837,-0.577,"138248","Scheidel",9,"44.837:-0.577"
"50089","Burnum",44.032,15.994,"197184","Scheidel",8,"44.032:15.994"
"50090","Burrio",51.704,-2.903,"79360/","Scheidel",8,"51.704:-2.903"
"50091","Cabilonnum",46.784,4.853,"177485","Scheidel",7,"46.784:4.853"
"50092","Caeciliana",36.654,38.113,"658418","Scheidel",7,"36.654:38.113"
"50093","Caesaraugusta",41.675,-0.889,"246344","Scheidel",9,"41.675:-0.889"
"50095","Caesarea (Cappadocia)",38.722,35.328,"629034","Scheidel",9,"38.722:35.328"
"50094","Caesarea Maritima",32.5,34.9,"no Pleiades ID yet","Scheidel",8,"32.5:34.9"
"50025","Caesarea (Phrygia)",38.304,31.19,"609307","Scheidel",9,"38.304:31.19"
"50096","Caesarodunum",47.389,0.688,"138255","Scheidel",8,"47.389:0.688"
"50097","Calagurris",42.304,-1.965,"246279","Scheidel",8,"42.304:-1.965"
"50098","Calleva",51.354,-1.101,"79368/","Scheidel",8,"51.354:-1.101"
"50099","Cambete",47.691,7.504,"177486","Scheidel",6,"47.691:7.504"
"50100","Cambodunum",47.727,10.327,"187335","Scheidel",8,"47.727:10.327"
"50101","Camulodunum",51.892,0.898,"no Pleiades ID yet","Scheidel",8,"51.892:0.898"
"50102","Canusium",41.222,16.066,"442525","Scheidel",8,"41.222:16.066"
"50103","Capsa",34.413,8.79,"324684","Scheidel",8,"34.413:8.79"
"50104","Capua",41.086,14.25,"432754","Scheidel",9,"41.086:14.25"
"50105","Carnuntum",48.113,16.868,"128376","Scheidel",8,"48.113:16.868"
"50106","Carrhae",36.866,39.029,"658427","Scheidel",8,"36.866:39.029"
"50107","Carthago",36.847,10.313,"314921","Scheidel",10,"36.847:10.313"
"50108","Carthago Nova",37.606,-0.991,"265849","Scheidel",9,"37.606:-0.991"
"50109","Casinum",41.493,13.831,"432764","Scheidel",9,"41.493:13.831"
"50325","Castra Regina",49.017,12.083,"no Pleiades ID yet","Scheidel",8,"49.017:12.083"
"50110","Castrum Truentinum",42.914,13.904,"413074","Scheidel",8,"42.914:13.904"
"50111","Castulo",38.038,-3.624,"265855","Scheidel",8,"38.038:-3.624"
"50112","Catabathmus Maior",31.563,25.16,"716540","Scheidel",8,"31.563:25.16"
"50113","Caudium",41.064,14.641,"432773","Scheidel",8,"41.064:14.641"
"50114","Celeia",46.22,15.272,"197206","Scheidel",8,"46.22:15.272"
"50115","Cenabum",47.9,1.903,"138281","Scheidel",8,"47.9:1.903"
"50116","Cetium",48.205,15.623,"118629","Scheidel",7,"48.205:15.623"
"50117","Chalcedon",40.983,29.026,"520988","Scheidel",8,"40.983:29.026"
"50118","Cibalae",45.291,18.801,"197207","Scheidel",8,"45.291:18.801"
"50436","Cibyra",0,0,"no Pleiades ID yet","Scheidel",8,"0:0"
"50119","Circesium",35.243,40.379,"893974","Scheidel",9,"35.243:40.379"
"50120","Cirta",36.368,6.614,"305064","Scheidel",9,"36.368:6.614"
"50121","Civitas Namnetum",47.215,-1.557,"138298","Scheidel",7,"47.215:-1.557"
"50029","Claudia Aprensis",40.969,27.065,"511153","Scheidel",9,"40.969:27.065"
"50076","Claudiopolis",40.756,31.586,"844879","Scheidel",8,"40.756:31.586"
"50122","Clusium",43.017,11.948,"413096","Scheidel",9,"43.017:11.948"
"50123","Clysma",29.959,32.568,"727101","Scheidel",8,"29.959:32.568"
"50126","Comana",38.332,36.323,"628959","Scheidel",8,"38.332:36.323"
"50127","Comum",45.812,9.086,"383627","Scheidel",8,"45.812:9.086"
"50128","Conimbriga",40.194,-8.408,"236443","Scheidel",8,"40.194:-8.408"
"50129","Constantinopolis",41.125,28.875,"520998","Scheidel",10,"41.125:28.875"
"50130","Coptos",25.977,32.798,"786010","Scheidel",10,"25.977:32.798"
"50131","Corduba",37.885,-4.779,"256128","Scheidel",10,"37.885:-4.779"
"50132","Corfinium",42.124,13.842,"413105","Scheidel",8,"42.124:13.842"
"50133","Coriosopitum",54.978,-2.029,"89152/","Scheidel",7,"54.978:-2.029"
"50134","Cosa",42.407,11.289,"413107","Scheidel",8,"42.407:11.289"
"50135","Cuicul",36.315,5.738,"305068","Scheidel",8,"36.315:5.738"
"50136","Cumae",40.847,14.056,"432808","Scheidel",8,"40.847:14.056"
"50137","Curia",46.849,9.531,"187357","Scheidel",7,"46.849:9.531"
"50138","Cyrene",32.823,21.857,"373778","Scheidel",9,"32.823:21.857"
"50139","Cyrrhus",36.735,36.949,"658446","Scheidel",8,"36.735:36.949"
"50140","Damascus",33.512,36.309,"678106","Scheidel",9,"33.512:36.309"
"50141","Darnis",32.769,22.642,"373780","Scheidel",8,"32.769:22.642"
"50142","Decetia",46.828,3.461,"138326","Scheidel",7,"46.828:3.461"
"50143","Delphi",38.482,22.498,"540726","Scheidel",8,"38.482:22.498"
"50144","Dertona",44.897,8.865,"383633","Scheidel",8,"44.897:8.865"
"50145","Dertosa",40.811,0.521,"246369","Scheidel",8,"40.811:0.521"
"50146","Deultum",42.445,27.367,"216788","Scheidel",8,"42.445:27.367"
"50147","Deva",53.191,-2.895,"79420/","Scheidel",8,"53.191:-2.895"
"50148","Diana Veteranorum",35.694,6.189,"334536","Scheidel",8,"35.694:6.189"
"50450","Dianium",0,0,"no Pleiades ID yet","Scheidel",8,"0:0"
"50149","Dierna",44.725,22.396,"207078","Scheidel",8,"44.725:22.396"
"50151","Doclea",42.5,18.5,"481808","Scheidel",8,"42.5:18.5"
"50152","Domavium",44.144,19.363,"207088","Scheidel",8,"44.144:19.363"
"50153","Dorylaion",39.775,30.517,"609367","Scheidel",8,"39.775:30.517"
"50154","Drobeta",44.636,22.66,"207100","Scheidel",8,"44.636:22.66"
"50155","Dura",34.747,40.73,"copy_o","Scheidel",8,"34.747:40.73"
"50156","Durnonovaria",50.711,-2.434,"79431/","Scheidel",8,"50.711:-2.434"
"50157","Durocortorum",49.254,4.033,"108945","Scheidel",8,"49.254:4.033"
"50158","Durostorum",44.117,27.261,"216800","Scheidel",8,"44.117:27.261"
"50159","Dyrrhachium",41.316,19.45,"481818","Scheidel",9,"41.316:19.45"
"50160","Eburacum",53.958,-1.082,"89175/","Scheidel",9,"53.958:-1.082"
"50448","Ebusus",0,0,"no Pleiades ID yet","Scheidel",8,"0:0"
"50161","Edessa",37.176,38.776,"658457","Scheidel",9,"37.176:38.776"
"50162","Eleusis",38.046,23.544,"579920","Scheidel",8,"38.046:23.544"
"50074","Eleutheropolis",31.621,34.888,"687854","Scheidel",9,"31.621:34.888"
"50163","Emerita Augusta",38.916,-6.346,"256155","Scheidel",9,"38.916:-6.346"
"50164","Emesa",34.85,36.74,"668261","Scheidel",8,"34.85:36.74"
"50165","Emmaus",31.839,34.989,"687891","Scheidel",8,"31.839:34.989"
"50166","Emona",46.051,14.506,"197258","Scheidel",8,"46.051:14.506"
"50167","Emporiae",42.132,3.109,"246382","Scheidel",8,"42.132:3.109"
"50168","Endidae",46.318,11.274,"187368","Scheidel",6,"46.318:11.274"
"50169","Ephesus",37.94,27.341,"599612","Scheidel",10,"37.94:27.341"
"50170","Epiphaneia",35.14,36.74,"658556","Scheidel",8,"35.14:36.74"
"50171","Fanum Fortunae",43.845,13.017,"413129","Scheidel",8,"43.845:13.017"
"50172","Faventia",44.286,11.884,"393420","Scheidel",7,"44.286:11.884"
"50173","Ferentinum",41.693,13.253,"432830","Scheidel",8,"41.693:13.253"
"50219","Flaviopolis",40.812,32.165,"844991","Scheidel",7,"40.812:32.165"
"50084","Flavium Brigantium",43.371,-8.396,"236465","Scheidel",7,"43.371:-8.396"
"50174","Florentia",43.769,11.257,"413138","Scheidel",8,"43.769:11.257"
"50175","Formiae",41.256,13.606,"432839","Scheidel",8,"41.256:13.606"
"50176","Forum Iulii",43.432,6.735,"157836","Scheidel",8,"43.432:6.735"
"50177","Fregellanum",41.546,13.513,"432847","Scheidel",6,"41.546:13.513"
"50178","Gadara",32.022,35.717,"697665","Scheidel",8,"32.022:35.717"
"50179","Gades",36.53,-6.292,"256177","Scheidel",9,"36.53:-6.292"
"50180","Galacum",54.172,-2.59,"89215/","Scheidel",6,"54.172:-2.59"
"50181","Gaza",31.511,34.458,"687902","Scheidel",9,"31.511:34.458"
"50182","Genava",46.203,6.139,"177528","Scheidel",7,"46.203:6.139"
"50183","Genua",44.407,8.934,"383664","Scheidel",7,"44.407:8.934"
"50184","Germa",39.511,31.616,"609351","Scheidel",9,"39.511:31.616"
"50185","Gesoriacum",50.725,1.615,"109008","Scheidel",7,"50.725:1.615"
"50186","Glevum",51.875,-2.264,"no Pleiades ID yet","Scheidel",8,"51.875:-2.264"
"50187","Hadrianoupolis",41.684,26.567,"no Pleiades ID yet","Scheidel",6,"41.684:26.567"
"50188","Hadrumetum",35.826,10.639,"324716","Scheidel",9,"35.826:10.639"
"50189","Heliopolis",30.132,31.285,"727117","Scheidel",8,"30.132:31.285"
"50190","Heliopolis (Baalbek)",34.015,36.203,"no Pleiades ID yet","Scheidel",9,"34.015:36.203"
"50430","Heraclea Pontica",41.283,31.419,"844944","Scheidel",9,"41.283:31.419"
"50191","Heraklea",41.032,21.336,"481861","Scheidel",8,"41.032:21.336"
"50192","Herakleopolis",29.086,30.938,"736920","Scheidel",8,"29.086:30.938"
"50193","Herdoniae",41.317,15.628,"442613","Scheidel",7,"41.317:15.628"
"50194","Hermopolis Magna",27.778,30.804,"756574","Scheidel",9,"27.778:30.804"
"50195","Hibis",25.438,30.553,"776181","Scheidel",8,"25.438:30.553"
"50196","Hierakonpolis",31.038,30.347,"727126","Scheidel",7,"31.038:30.347"
"50197","Hierasykaminos",23.069,32.683,"795815","Scheidel",7,"23.069:32.683"
"50198","Hippo Regius",36.884,7.755,"305090","Scheidel",9,"36.884:7.755"
"50199","Hispalis",37.383,-5.996,"256210","Scheidel",9,"37.383:-5.996"
"50200","Histria",44.645,28.769,"216839","Scheidel",8,"44.645:28.769"
"50201","Iader",44.115,15.229,"197312","Scheidel",8,"44.115:15.229"
"50202","Iconium",37.847,32.516,"648647","Scheidel",8,"37.847:32.516"
